filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment ROIs ID
PSY106 colony 25C 15 05 m-25.csv,Mito 41,42,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.78,1446.01,966.25,200013.97,201.82,67.94,20.94,2.98,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-35.csv,ROIs 1,1,279.65,451,953,649.97,153000000,61.19,217,2011,355.17,83416026,107.55,223.55,2954.87,660.71,155000000,176.38,NA,NA,NA,PSY106 colony 25C 15,ROIs,Object,0.218,21076.44,370.79,87085504,670.53,8,NA
PSY106 colony 25C 15 05 m-35.csv,Mito 15,16,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.48,1521.89,984.37,199826.31,206.62,69,20.39,2.33,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-35.csv,Mito 16,17,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.15,1556.21,925.05,235888.34,219.16,64.49,21.72,2.65,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-35.csv,Mito 17,18,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774.89,1860.41,1267.78,289053.53,262.07,68.66,23.49,2.57,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-35.csv,Mito 24,25,0.0298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.59,1366.91,1124.56,28113.96,93.26,64.49,19.99,2.5,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-35.csv,Mito 25,26,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.01,2203.9,1071.08,746544.69,304.29,70.98,20.63,2.77,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-35.csv,Mito 26,27,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.46,1994.74,1006.35,452858.72,246.96,67.08,22.5,2.73,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-35.csv,Mito 36,37,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.78,1446.01,962.2,219381.28,209.37,67.94,20.94,2.98,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-35.csv,Mito 37,38,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.87,2083.29,1033.31,904144.88,281.95,70.6,23.27,2.81,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-50.csv,ROIs 1,1,279.65,451,953,649.97,153000000,61.19,217,2011,355.17,83416026,107.55,223.55,2954.87,660.71,155000000,176.38,NA,NA,NA,PSY106 colony 25C 15,ROIs,Object,0.218,21076.44,370.79,87085504,670.53,10,NA
PSY106 colony 25C 15 05 m-50.csv,Mito 2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.56,2203.9,1029.94,866182.38,309.27,70.97,20.64,2.83,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-50.csv,Mito 16,17,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,1663.39,969.91,243447.33,214.66,69,20.39,2.34,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-50.csv,Mito 17,18,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.74,1556.21,945.8,366968.59,224.56,64.47,21.72,2.65,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-50.csv,Mito 18,19,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763.59,1860.41,1230.46,345759,269.36,68.67,23.49,2.6,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-50.csv,Mito 28,29,0.0536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.65,1366.91,1119.1,50359.43,103.54,64.5,19.98,2.53,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-50.csv,Mito 29,30,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.46,1994.74,981.76,542912.81,254.62,67.08,22.51,2.78,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-50.csv,Mito 36,37,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.63,1529.17,942.32,263849.09,224.03,67.93,20.95,3,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-50.csv,Mito 37,38,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.84,2083.29,1013.23,1068959.25,284.93,70.59,23.27,2.84,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-50.csv,Mito 49,50,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.05,944.21,767.65,16888.4,111.81,65.9,20.56,3.18,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 05 m-50.csv,Mito 50,51,0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.67,880.17,759.73,9876.55,51.1,65.46,21.04,3.23,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-25.csv,ROIs 1,1,348.29,432,977,643.52,188000000,59.01,216,1657,373.59,109000000,110.95,258.13,4351.13,650.7,190000000,160.83,NA,NA,NA,PSY106 colony 25C 15,ROIs,Object,1.13,20197.68,386.25,113000000,604.75,5,NA
PSY106 colony 25C 15 06 m-25.csv,Mito 12,13,0.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,1795.91,869.8,651477.56,192.55,44.24,2.12,2.9,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-25.csv,Mito 13,14,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.72,1569.6,918.53,1107750.25,187.76,44.05,5.44,2.6,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-25.csv,Mito 22,23,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624.17,1674.21,1088.51,140418.33,226.55,43.01,7.2,2.46,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-25.csv,Mito 51,52,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.83,2430.02,898.32,640500.94,286.46,41.15,5.04,2.89,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-25.csv,Mito 52,53,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.46,1802.76,871.84,1047084.44,222.97,40.82,8.87,2.79,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-35.csv,ROIs 1,1,348.29,432,977,643.52,188000000,59.01,216,1657,373.59,109000000,110.95,258.13,4351.13,650.7,190000000,160.83,NA,NA,NA,PSY106 colony 25C 15,ROIs,Object,1.13,20197.68,386.25,113000000,604.75,5,NA
PSY106 colony 25C 15 06 m-35.csv,Mito 12,13,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,1866.57,861.17,743185.69,199.09,44.25,2.14,2.91,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-35.csv,Mito 13,14,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.72,1569.6,907.66,1293408.88,187.45,44.07,5.44,2.59,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-35.csv,Mito 14,15,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.53,1802.76,868.55,1227256,222.46,40.82,8.87,2.8,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-35.csv,Mito 23,24,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624.17,1674.21,1073.2,153468.19,225.8,43.01,7.21,2.48,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-35.csv,Mito 48,49,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.83,2430.02,898.71,726161.13,295,41.15,5.04,2.88,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-50.csv,ROIs 1,1,348.29,432,977,643.52,188000000,59.01,216,1657,373.59,109000000,110.95,258.13,4351.13,650.7,190000000,160.83,NA,NA,NA,PSY106 colony 25C 15,ROIs,Object,1.13,20197.68,386.25,113000000,604.75,5,NA
PSY106 colony 25C 15 06 m-50.csv,Mito 12,13,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.51,1866.57,843.98,931754.75,213.06,44.25,2.14,2.94,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-50.csv,Mito 13,14,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.72,1569.6,893.02,1530631,187.45,44.07,5.44,2.61,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-50.csv,Mito 14,15,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624.17,1674.21,1046.09,185157.22,221.08,43.01,7.21,2.5,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-50.csv,Mito 15,16,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.53,1831.6,858.61,1581562.13,222.28,40.83,8.86,2.84,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 15 06 m-50.csv,Mito 35,36,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.83,2430.02,893.48,911352.81,297.24,41.15,5.04,2.89,PSY106 colony 25C 15,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-25.csv,ROIs 1,1,307.78,391,1015,552.21,143000000,55.08,208,1101,304.88,78808449,55.58,268.65,4046.88,560.81,145000000,125.37,NA,NA,NA,PSY106 colony 25C 16,ROIs,Object,11.45,8303.29,312.84,80866712,274.63,8,NA
PSY106 colony 25C 16 01 m-25.csv,Mito 3,4,0.0774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.14,683.84,559.28,36352.95,59.31,11.92,39.62,0.812,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-25.csv,Mito 5,6,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.34,970.89,743.89,421784.53,61.81,9.17,39.81,1.44,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-25.csv,Mito 6,7,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.82,878.14,636.66,61119.42,102.51,6.81,42.65,1.25,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-25.csv,Mito 9,10,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583.34,987.95,785.48,94257.67,103.7,11.8,42.29,1.6,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-25.csv,Mito 10,11,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583.02,854.05,695.05,104258.16,62.65,8.19,44.16,1.63,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-25.csv,Mito 18,19,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.69,1190.09,694.2,374174.25,135.69,12.14,38.89,2.96,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-25.csv,Mito 26,27,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.9,1167.71,704.16,688666.13,116.45,7.53,43.79,2.74,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-25.csv,Mito 30,31,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.19,1255.52,734.96,1153147.38,129.11,10.54,41.7,3.18,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-35.csv,ROIs 1,1,307.78,391,1015,552.21,143000000,55.08,208,1101,304.88,78808449,55.58,268.65,4046.88,560.81,145000000,125.37,NA,NA,NA,PSY106 colony 25C 16,ROIs,Object,11.45,8303.29,312.84,80866712,274.63,7,NA
PSY106 colony 25C 16 01 m-35.csv,Mito 4,5,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.14,683.84,562.11,64080.62,55.68,11.92,39.62,0.826,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-35.csv,Mito 6,7,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.42,970.89,739.93,488356.47,66.25,9.18,39.82,1.46,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-35.csv,Mito 7,8,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.82,878.14,634.56,77416.08,97.46,6.81,42.66,1.26,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-35.csv,Mito 11,12,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583.34,987.95,781.03,104657.91,100.83,11.8,42.3,1.61,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-35.csv,Mito 18,19,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.25,1190.09,690.71,435146.75,138.39,12.15,38.91,2.99,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-35.csv,Mito 25,26,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.22,1167.71,699.6,940960.63,111.86,7.63,43.83,2.6,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-35.csv,Mito 28,29,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.19,1298.23,729.78,1369064.25,125.69,10.56,41.71,3.2,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-50.csv,ROIs 1,1,307.78,391,1015,552.21,143000000,55.08,208,1101,304.88,78808449,55.58,268.65,4046.88,560.81,145000000,125.37,NA,NA,NA,PSY106 colony 25C 16,ROIs,Object,11.45,8303.29,312.84,80866712,274.63,7,NA
PSY106 colony 25C 16 01 m-50.csv,Mito 3,4,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.14,709.2,569.45,109903.8,59.34,11.93,39.61,0.874,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-50.csv,Mito 5,6,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.82,928.61,651.74,116010.26,107.72,6.81,42.65,1.24,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-50.csv,Mito 9,10,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.35,987.95,770.47,135603.53,98.83,11.8,42.29,1.61,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-50.csv,Mito 11,12,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.31,1278.7,689.2,592023.38,140.36,12.15,38.91,3,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-50.csv,Mito 14,15,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.42,970.89,735.17,649892.44,70.93,9.19,39.83,1.5,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-50.csv,Mito 26,27,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.05,1167.71,694.2,1242615.13,112.83,7.67,43.81,2.63,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 01 m-50.csv,Mito 29,30,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.19,1298.23,720.42,1883899,119.79,10.59,41.72,3.25,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-25.csv,ROIs 1,1,321.36,382,1082,570.59,154000000,53.86,209,863,295.76,79822621,43.33,234.52,8862.1,580.19,157000000,134.97,NA,NA,NA,PSY106 colony 25C 16,ROIs,Object,35.19,8562.53,302.82,81727520,211.73,9,NA
PSY106 colony 25C 16 02 m-25.csv,Mito 7,8,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.44,872.27,651.01,90489.96,78.61,37.22,53.9,1.28,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-25.csv,Mito 8,9,0.0583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.05,1097.29,753.6,36926.47,112.73,38.46,57.39,1.3,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-25.csv,Mito 11,12,0.0726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.07,836.99,710.72,43353.95,71.52,39.6,56.53,1.41,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-25.csv,Mito 12,13,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,8862.1,1088.81,725148.75,671.21,32.77,58.2,2.03,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-25.csv,Mito 14,15,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.14,1860.9,900.2,345678.19,218.34,36.69,57.3,1.76,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-25.csv,Mito 19,20,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.32,2353.67,959.67,282143,380.39,39.28,53.75,3.06,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-25.csv,Mito 20,21,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.48,1384.25,821.26,130579.71,194.05,35.5,56.47,2.01,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-25.csv,Mito 21,22,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.99,1176.1,762.51,231041.41,109.61,39.96,55.01,1.66,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-25.csv,Mito 27,28,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.37,1289.3,825.81,403819.72,171.63,37.25,56.27,3.32,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-35.csv,ROIs 1,1,321.36,382,1082,570.59,154000000,53.86,209,863,295.76,79822621,43.33,234.52,8862.1,580.19,157000000,134.97,NA,NA,NA,PSY106 colony 25C 16,ROIs,Object,35.19,8562.53,302.82,81727520,211.73,10,NA
PSY106 colony 25C 16 02 m-35.csv,Mito 5,6,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.03,763.92,697.01,10455.14,38.97,33.16,58.11,0.84,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-35.csv,Mito 8,9,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,872.27,645.85,123357.55,79.59,37.21,53.95,1.25,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-35.csv,Mito 9,10,0.0929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.01,1378.57,775.86,60517.3,152.4,38.45,57.4,1.3,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-35.csv,Mito 10,11,0.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.96,8862.1,1056.91,860324.38,631.53,32.78,58.18,2.03,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-35.csv,Mito 12,13,0.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557.46,858.02,711.89,56951.51,74.26,39.6,56.52,1.4,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-35.csv,Mito 14,15,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.48,1384.25,810.03,182256.77,189.71,35.52,56.43,2.01,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-35.csv,Mito 21,22,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.99,1176.1,761.15,301417.34,112.41,39.96,55,1.67,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-35.csv,Mito 24,25,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.14,1973.92,873.34,443654.19,220.43,36.72,57.3,1.78,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-35.csv,Mito 29,30,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.88,2353.67,946.05,316926.13,388.63,39.28,53.73,3.07,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-35.csv,Mito 30,31,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.37,1289.3,819.68,492628.34,170.01,37.27,56.27,3.34,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-50.csv,ROIs 1,1,321.36,382,1082,570.59,154000000,53.86,209,863,295.76,79822621,43.33,234.52,8862.1,580.19,157000000,134.97,NA,NA,NA,PSY106 colony 25C 16,ROIs,Object,35.19,8562.53,302.82,81727520,211.73,10,NA
PSY106 colony 25C 16 02 m-50.csv,Mito 4,5,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.28,955.91,707.74,89175.63,70.86,33.11,57.98,0.774,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-50.csv,Mito 6,7,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.08,872.27,632.18,194080.17,75.24,37.21,53.96,1.28,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-50.csv,Mito 7,8,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.86,898.7,710.05,94436.05,82.84,39.6,56.52,1.38,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-50.csv,Mito 12,13,0.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.58,1384.25,791.67,301624.41,180.58,35.55,56.39,2.04,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-50.csv,Mito 17,18,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.78,1176.1,748.67,454441.97,111.62,39.95,55,1.68,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-50.csv,Mito 18,19,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.29,629.31,569.12,5691.18,32.18,39.46,54.16,2.28,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-50.csv,Mito 20,21,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.14,1973.92,840,777835.81,202.1,37,57.3,1.76,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-50.csv,Mito 21,22,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.96,8862.1,1007.38,1202812.63,615.42,32.77,58.13,2.04,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-50.csv,Mito 27,28,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411.81,2353.67,899.01,406351.22,380.81,39.27,53.73,3.12,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 02 m-50.csv,Mito 28,29,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.37,1332.57,805.01,714849.75,163.98,37.26,56.27,3.34,PSY106 colony 25C 16,Mito,Object,NA,NA,NA,NA,NA,NA,1
PSY106 colony 25C 16 03 m-25.csv,ROIs 1,1,229.32,407,878,586.13,113000000,56.73,218,1108,319.8,61590936,69.87,208.81,2592.86,599.33,115000000,133.25,NA,NA,NA,PSY106 colony 25C 16,ROIs,Object,13.03,10612.71,333.02,64136576,391.38,3,NA
