filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment ROIs ID
GTY029 colony 25C 11 06 m-50.csv,Mito 35,36,0.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.55,1369.44,855.27,695334.94,186.68,64.45,14.3,3.28,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 06 m-50.csv,Mito 38,39,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.98,1452.1,955.21,1195927.13,222.78,65.35,20.2,2.67,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-25.csv,ROIs 1,1,257.52,412,1618,635.43,137000000,69.79,225,2488,425.96,92125237,151.86,229.96,11360.88,643.28,139000000,220.87,NA,NA,NA,GTY029 colony 25C 11,ROIs,Object,4.56,32702.55,452.04,97767104,883.67,6,NA
GTY029 colony 25C 11 07 m-25.csv,Mito 14,15,0.0822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875.28,1375.54,1095.19,75568,106.58,72.35,12.12,1.86,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-25.csv,Mito 22,23,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571.57,1638.45,992.01,657699.69,206.19,73.87,14.07,2.76,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-25.csv,Mito 32,33,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.61,1221.95,859.34,93668.37,170.61,71.46,8.74,2.64,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-25.csv,Mito 33,34,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.59,1909.83,842.97,834540.75,204.96,73.3,12.07,2.71,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-25.csv,Mito 36,37,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.55,2927.35,855.73,1810720.25,231.88,73.85,8.6,2.3,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-25.csv,Mito 45,46,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.02,1144.6,654.19,206069.47,113.63,72.19,9.16,3.55,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-35.csv,ROIs 1,1,257.52,412,1618,635.43,137000000,69.79,225,2488,425.96,92125237,151.86,229.96,11360.88,643.28,139000000,220.87,NA,NA,NA,GTY029 colony 25C 11,ROIs,Object,4.56,32702.55,452.04,97767104,883.67,6,NA
GTY029 colony 25C 11 07 m-35.csv,Mito 11,12,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820.04,1376.13,1094.56,93037.92,113.62,72.36,12.11,1.87,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-35.csv,Mito 12,13,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.84,1638.45,976.06,712525.38,212.22,73.87,14.07,2.79,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-35.csv,Mito 28,29,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.55,3148.35,853.14,2072272.25,240.49,73.84,8.61,2.31,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-35.csv,Mito 29,30,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.61,1263.3,844.59,108106.89,176.69,71.46,8.74,2.65,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-35.csv,Mito 30,31,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.59,2042.28,844.89,958107.44,211.51,73.32,12.08,2.73,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-35.csv,Mito 42,43,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.02,1144.6,652.16,230863.09,114.03,72.19,9.16,3.57,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-50.csv,ROIs 1,1,257.52,412,1618,635.43,137000000,69.79,225,2488,425.96,92125237,151.86,229.96,11360.88,643.28,139000000,220.87,NA,NA,NA,GTY029 colony 25C 11,ROIs,Object,4.56,32702.55,452.04,97767104,883.67,5,NA
GTY029 colony 25C 11 07 m-50.csv,Mito 5,6,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.69,2232.71,861.01,1341452.13,224.76,73.26,12.1,2.68,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-50.csv,Mito 14,15,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.29,1638.45,951.13,832238.63,219.05,73.87,14.08,2.81,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-50.csv,Mito 18,19,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.26,1281.46,841.37,130412.81,186.2,71.46,8.74,2.65,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-50.csv,Mito 28,29,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.59,3453.88,845.15,2647867.75,241.87,73.84,8.62,2.31,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 11 07 m-50.csv,Mito 34,35,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.02,1144.6,648.9,295898.09,120.48,72.18,9.17,3.6,GTY029 colony 25C 11,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-25.csv,ROIs 1,1,251.92,442,808,596.09,126000000,47.4,213,1949,384.01,81247419,142.14,285.2,2273.72,594.96,126000000,115.06,NA,NA,NA,GTY029 colony 25C 12,ROIs,Object,2,24368.41,402.97,85258888,785.68,5,NA
GTY029 colony 25C 12 01 m-25.csv,Mito 2,3,0.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.91,1123.84,712.95,57035.76,142.08,16.66,28.9,2.19,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-25.csv,Mito 9,10,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.27,1111.99,707.62,148599.7,117.53,16.22,29.48,2.55,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-25.csv,Mito 16,17,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.48,1049.55,741.15,1188057.5,107.8,18.05,27.06,2.41,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-25.csv,Mito 17,18,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.52,935.77,653.33,129359.71,100.06,19.68,28.66,2.53,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-25.csv,Mito 26,27,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.62,1327.73,700.53,423818.47,160.88,14.06,29.54,2.95,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-35.csv,ROIs 1,1,251.92,442,808,596.09,126000000,47.4,213,1949,384.01,81247419,142.14,285.2,2273.72,594.96,126000000,115.06,NA,NA,NA,GTY029 colony 25C 12,ROIs,Object,2,24368.41,402.97,85258888,785.68,5,NA
GTY029 colony 25C 12 01 m-35.csv,Mito 1,2,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.91,1123.84,718.15,61761.14,143.11,16.65,28.9,2.18,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-35.csv,Mito 8,9,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.27,1111.99,702.83,163056.59,120.52,16.23,29.48,2.56,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-35.csv,Mito 9,10,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.62,1327.73,699.89,477325.25,158.6,14.06,29.53,2.96,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-35.csv,Mito 20,21,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.48,1052.51,736.94,1361857.63,110.5,18.03,27.04,2.42,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-35.csv,Mito 22,23,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.81,989.51,653.51,140505.03,105.14,19.68,28.66,2.53,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-50.csv,ROIs 1,1,251.92,442,808,596.09,126000000,47.4,213,1949,384.01,81247419,142.14,285.2,2273.72,594.96,126000000,115.06,NA,NA,NA,GTY029 colony 25C 12,ROIs,Object,2,24368.41,402.97,85258888,785.68,5,NA
GTY029 colony 25C 12 01 m-50.csv,Mito 2,3,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.91,1269.17,728.9,77263.21,156.94,16.65,28.9,2.19,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-50.csv,Mito 9,10,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.27,1111.99,701.12,202623.64,125.05,16.22,29.48,2.57,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-50.csv,Mito 17,18,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.48,1074.33,731.73,1639817.75,113.69,18.02,27.03,2.44,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-50.csv,Mito 18,19,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.69,989.51,653.46,167938.38,106.53,19.68,28.66,2.57,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 01 m-50.csv,Mito 33,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.62,1327.73,699.16,590092.75,155.4,14.09,29.53,2.96,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-25.csv,ROIs 1,1,233.47,424,808,596.3,117000000,47.95,212,1516,351.53,68927863,101.29,296.3,2596.57,595.82,117000000,118.23,NA,NA,NA,GTY029 colony 25C 12,ROIs,Object,2.4,22440.56,366.97,71954568,611.38,6,NA
GTY029 colony 25C 12 02 m-25.csv,Mito 3,4,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.48,909.76,696.24,66839.04,90.3,20.94,35.15,2.2,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-25.csv,Mito 10,11,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.63,1305.69,716.82,510376.13,148.22,21.92,35.99,2.87,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-25.csv,Mito 18,19,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.24,1204.71,732.74,135556.39,122.91,23.36,33,2.65,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-25.csv,Mito 19,20,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.97,1031.03,700.59,109291.77,123.52,21.45,37.36,2.48,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-25.csv,Mito 21,22,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.59,1222.57,779.5,457567,125.16,22.84,39.39,2.55,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-25.csv,Mito 27,28,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.63,1112.52,737.28,149667.55,135.28,21.93,33.16,2.67,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-35.csv,ROIs 1,1,233.47,424,808,596.3,117000000,47.95,212,1516,351.53,68927863,101.29,296.3,2596.57,595.82,117000000,118.23,NA,NA,NA,GTY029 colony 25C 12,ROIs,Object,2.4,22440.56,366.97,71954568,611.38,6,NA
GTY029 colony 25C 12 02 m-35.csv,Mito 2,3,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.96,941.91,699.65,81159.56,93.89,20.95,35.16,2.2,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-35.csv,Mito 10,11,0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.67,1305.69,713.86,592506.94,148.52,21.92,35.98,2.88,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-35.csv,Mito 11,12,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.97,1031.03,697.24,116439.02,126.82,21.45,37.36,2.48,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-35.csv,Mito 23,24,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.24,1204.71,734.08,149018.84,123.95,23.36,33.01,2.65,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-35.csv,Mito 25,26,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.59,1222.57,774.15,522549.88,128.03,22.83,39.41,2.57,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-35.csv,Mito 30,31,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.63,1112.52,731.31,181365.48,132.06,21.93,33.16,2.69,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-50.csv,ROIs 1,1,233.47,424,808,596.3,117000000,47.95,212,1516,351.53,68927863,101.29,296.3,2596.57,595.82,117000000,118.23,NA,NA,NA,GTY029 colony 25C 12,ROIs,Object,2.4,22440.56,366.97,71954568,611.38,6,NA
GTY029 colony 25C 12 02 m-50.csv,Mito 3,4,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.96,1008.97,707.43,111066.63,100.62,20.95,35.16,2.21,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-50.csv,Mito 4,5,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.67,1412.71,710.74,728511.25,151.25,21.93,35.98,2.88,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-50.csv,Mito 5,6,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.59,1222.57,773.63,664547.06,133.39,22.84,39.4,2.58,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-50.csv,Mito 10,11,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.97,1031.03,690.81,141615.77,132.16,21.45,37.36,2.5,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-50.csv,Mito 19,20,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,1204.71,730.16,200793.86,133.33,23.36,33.02,2.65,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 02 m-50.csv,Mito 26,27,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.63,1112.52,729.88,230641.31,135.59,21.94,33.17,2.69,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-25.csv,ROIs 1,1,279.33,439,1183,604.47,142000000,49.98,214,1349,343.56,80596800,83.18,295.1,10786.17,604.03,142000000,135.88,NA,NA,NA,GTY029 colony 25C 12,ROIs,Object,11.3,16370.53,357.44,83851128,540.45,6,NA
GTY029 colony 25C 12 03 m-25.csv,Mito 5,6,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.58,1347.38,814.14,146545.7,158.97,35.37,45.63,2.14,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-25.csv,Mito 6,7,0.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.79,1194.35,773.57,339597.44,129.78,34.21,47.91,2.26,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-25.csv,Mito 14,15,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.16,926.03,682.88,78530.63,89.11,34.15,46.84,2.43,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-25.csv,Mito 15,16,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.32,1009.09,817.52,95649.36,86.68,31.54,48.82,2.26,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-25.csv,Mito 33,34,0.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.92,1143,738.94,616275.63,123.94,33.8,43.96,2.68,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-25.csv,Mito 34,35,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.85,963.92,701.55,226600.8,114.43,36.3,42.88,2.96,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-35.csv,ROIs 1,1,279.33,439,1183,604.47,142000000,49.98,214,1349,343.56,80596800,83.18,295.1,10786.17,604.03,142000000,135.88,NA,NA,NA,GTY029 colony 25C 12,ROIs,Object,11.3,16370.53,357.44,83851128,540.45,6,NA
GTY029 colony 25C 12 03 m-35.csv,Mito 4,5,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.58,1347.38,822.97,171999.73,163.34,35.37,45.63,2.15,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-35.csv,Mito 5,6,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.79,1194.35,774.54,395792,126.39,34.22,47.9,2.26,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-35.csv,Mito 15,16,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.42,1199.46,737.72,692723.31,123.74,33.8,43.97,2.67,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-35.csv,Mito 17,18,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.16,926.03,684.53,86935.75,87.87,34.15,46.84,2.42,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-35.csv,Mito 18,19,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.7,1009.09,812.7,107276.27,86.08,31.55,48.83,2.29,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-35.csv,Mito 33,34,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.12,963.92,694.27,252713.81,115.68,36.31,42.88,2.97,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-50.csv,ROIs 1,1,279.33,439,1183,604.47,142000000,49.98,214,1349,343.56,80596800,83.18,295.1,10786.17,604.03,142000000,135.88,NA,NA,NA,GTY029 colony 25C 12,ROIs,Object,11.3,16370.53,357.44,83851128,540.45,6,NA
GTY029 colony 25C 12 03 m-50.csv,Mito 6,7,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.58,1468.34,822.94,212318.55,166.75,35.38,45.63,2.17,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-50.csv,Mito 7,8,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.12,1194.35,772.4,515187.5,128.86,34.23,47.88,2.26,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-50.csv,Mito 14,15,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.16,1022.68,688.59,110174.8,96.68,34.14,46.85,2.41,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-50.csv,Mito 15,16,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.14,1328.08,830,162679.34,121.81,31.56,48.81,2.29,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-50.csv,Mito 30,31,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.42,1203.11,731.1,850273.88,125.67,33.81,43.94,2.68,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 03 m-50.csv,Mito 31,32,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.12,963.92,693.2,302233.84,116.15,36.31,42.88,2.97,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-25.csv,ROIs 1,1,274.18,467,1352,647.9,149000000,61.8,212,1551,352.87,81252990,93.41,254,15876.52,654.24,151000000,185.2,NA,NA,NA,GTY029 colony 25C 12,ROIs,Object,2.51,23171.74,370.8,85381512,672.62,10,NA
GTY029 colony 25C 12 04 m-25.csv,Mito 11,12,0.0655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769.2,1163.04,965.68,53112.36,95.66,75.05,39.62,2.37,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-25.csv,Mito 12,13,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801.6,1475.16,1065.6,190742.73,149.75,72.43,40.21,2.32,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-25.csv,Mito 13,14,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.98,1407.85,862.74,523683.25,149.03,74.47,44.37,2.62,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-25.csv,Mito 20,21,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.86,1493.26,896.74,384700.81,216.51,72.48,38.27,2.88,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-25.csv,Mito 22,23,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.84,970.49,756.57,127860.34,92.99,72.6,41.45,2.89,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-25.csv,Mito 23,24,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745.47,1967.28,1152.05,155526.89,244.75,74.4,46.1,2.88,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-25.csv,Mito 31,32,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.77,1380.36,862.62,240670.98,182.73,75.8,41.74,2.82,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-25.csv,Mito 32,33,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.6,1111.73,737.61,92938.62,151.64,73.43,42.12,2.88,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-25.csv,Mito 35,36,0.0917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.83,1462.89,799.39,61553.2,154.85,74.67,42.41,3.03,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-25.csv,Mito 36,37,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.63,902.84,667.04,77376.61,100.49,74.66,38.23,3.29,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-35.csv,ROIs 1,1,274.18,467,1352,647.9,149000000,61.8,212,1551,352.87,81252990,93.41,254,15876.52,654.24,151000000,185.2,NA,NA,NA,GTY029 colony 25C 12,ROIs,Object,2.51,23171.74,370.8,85381512,672.62,10,NA
GTY029 colony 25C 12 04 m-35.csv,Mito 12,13,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.86,1493.26,889.09,438318.94,220.01,72.48,38.27,2.88,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-35.csv,Mito 13,14,0.0703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769.2,1163.04,962.39,56781.3,95.49,75.06,39.62,2.37,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
GTY029 colony 25C 12 04 m-35.csv,Mito 14,15,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774.64,1475.16,1045.75,221699.56,152.27,72.42,40.2,2.34,GTY029 colony 25C 12,Mito,Object,NA,NA,NA,NA,NA,NA,1
