"","proteins$`Gene > Proteins > Systematic Name`","n()"
"1251","YNL304W",12
"1252","YNL307C",12
"1253","YNL313C",12
"1254","YNL316C",12
"1255","YNL329C",12
"1256","YNR038W",12
"1257","YNR074C",12
"1258","YOL016C",12
"1259","YOL040C",12
"1260","YOL045W",12
"1261","YOL061W",12
"1262","YOL097C",12
"1263","YOL122C",12
"1264","YOL140W",12
"1265","YOR001W",12
"1266","YOR020C",12
"1267","YOR074C",12
"1268","YOR141C",12
"1269","YOR192C-B",12
"1270","YOR236W",12
"1271","YOR243C",12
"1272","YOR246C",12
"1273","YOR296W",12
"1274","YOR317W",12
"1275","YOR343W-B",12
"1276","YPL026C",12
"1277","YPL031C",12
"1278","YPL038W",12
"1279","YPL051W",12
"1280","YPL209C",12
"1281","YPL230W",12
"1282","YPR008W",12
"1283","YPR022C",12
"1284","YPR024W",12
"1285","YPR041W",12
"1286","YPR054W",12
"1287","YPR069C",12
"1288","YPR108W",12
"1289","YPR141C",12
"1290","YPR196W",12
"1291","Q0085",11
"1292","YAL030W",11
"1293","YAR018C",11
"1294","YAR019C",11
"1295","YBL005W-B",11
"1296","YBL038W",11
"1297","YBL040C",11
"1298","YBL069W",11
"1299","YBL080C",11
"1300","YBL098W",11
"1301","YBR012W-B",11
"1302","YBR018C",11
"1303","YBR019C",11
"1304","YBR046C",11
"1305","YBR089C-A",11
"1306","YBR127C",11
"1307","YBR139W",11
"1308","YBR145W",11
"1309","YBR154C",11
"1310","YBR160W",11
"1311","YBR166C",11
"1312","YBR182C",11
"1313","YBR227C",11
"1314","YBR276C",11
"1315","YCL004W",11
"1316","YCL008C",11
"1317","YCL024W",11
"1318","YCL035C",11
"1319","YCR011C",11
"1320","YCR059C",11
"1321","YCR105W",11
"1322","YDL028C",11
"1323","YDL078C",11
"1324","YDL085W",11
"1325","YDL108W",11
"1326","YDL141W",11
"1327","YDL161W",11
"1328","YDL214C",11
"1329","YDL215C",11
"1330","YDL236W",11
"1331","YDR041W",11
"1332","YDR043C",11
"1333","YDR051C",11
"1334","YDR061W",11
"1335","YDR080W",11
"1336","YDR098C-B",11
"1337","YDR104C",11
"1338","YDR117C",11
"1339","YDR139C",11
"1340","YDR165W",11
"1341","YDR177W",11
"1342","YDR210C-D",11
"1343","YDR238C",11
"1344","YDR247W",11
"1345","YDR261C-D",11
"1346","YDR268W",11
"1347","YDR316W-B",11
"1348","YDR328C",11
"1349","YDR349C",11
"1350","YDR365W-B",11
"1351","YDR418W",11
"1352","YDR423C",11
"1353","YDR432W",11
"1354","YDR490C",11
"1355","YDR507C",11
"1356","YDR513W",11
"1357","YEL034W",11
"1358","YEL054C",11
"1359","YER014W",11
"1360","YER015W",11
"1361","YER024W",11
"1362","YER053C",11
"1363","YER061C",11
"1364","YER068W",11
"1365","YER090W",11
"1366","YER091C",11
"1367","YER129W",11
"1368","YER138C",11
"1369","YER143W",11
"1370","YER160C",11
"1371","YFL021W",11
"1372","YFR005C",11
"1373","YFR010W",11
"1374","YFR014C",11
"1375","YGL018C",11
"1376","YGL083W",11
"1377","YGL104C",11
"1378","YGL123W",11
"1379","YGL156W",11
"1380","YGL180W",11
"1381","YGL203C",11
"1382","YGL212W",11
"1383","YGL227W",11
"1384","YGL248W",11
"1385","YGR027W-B",11
"1386","YGR037C",11
"1387","YGR038C-B",11
"1388","YGR125W",11
"1389","YGR159C",11
"1390","YGR161C-D",11
"1391","YGR175C",11
"1392","YGR193C",11
"1393","YGR231C",11
"1394","YGR257C",11
"1395","YGR286C",11
"1396","YHL022C",11
"1397","YHL032C",11
"1398","YHL034C",11
"1399","YHR026W",11
"1400","YHR030C",11
"1401","YHR115C",11
"1402","YHR214C-B",11
"1403","YIL035C",11
"1404","YIR027C",11
"1405","YJL001W",11
"1406","YJL073W",11
"1407","YJL092W",11
"1408","YJL095W",11
"1409","YJL128C",11
"1410","YJL187C",11
"1411","YJL203W",11
"1412","YJL207C",11
"1413","YJR010W",11
"1414","YJR027W",11
"1415","YJR029W",11
"1416","YJR047C",11
"1417","YJR099W",11
"1418","YJR104C",11
"1419","YJR110W",11
"1420","YJR126C",11
"1421","YKL015W",11
"1422","YKL040C",11
"1423","YKL049C",11
"1424","YKL056C",11
"1425","YKL064W",11
"1426","YKL091C",11
"1427","YKL101W",11
"1428","YKL114C",11
"1429","YKL116C",11
"1430","YKL139W",11
"1431","YKL151C",11
"1432","YKL152C",11
"1433","YKL220C",11
"1434","YKR076W",11
"1435","YKR080W",11
"1436","YKR095W",11
"1437","YLL016W",11
"1438","YLR014C",11
"1439","YLR035C",11
"1440","YLR035C-A",11
"1441","YLR057W",11
"1442","YLR098C",11
"1443","YLR143W",11
"1444","YLR148W",11
"1445","YLR157C-B",11
"1446","YLR191W",11
"1447","YLR195C",11
"1448","YLR206W",11
"1449","YLR214W",11
"1450","YLR227W-B",11
"1451","YLR248W",11
"1452","YLR256W",11
"1453","YLR268W",11
"1454","YLR272C",11
"1455","YLR347C",11
"1456","YLR380W",11
"1457","YLR410W",11
"1458","YML039W",11
"1459","YML045W",11
"1460","YML061C",11
"1461","YML070W",11
"1462","YML097C",11
"1463","YML104C",11
"1464","YML117W",11
"1465","YML120C",11
"1466","YML123C",11
"1467","YML126C",11
"1468","YML128C",11
"1469","YMR012W",11
"1470","YMR015C",11
"1471","YMR036C",11
"1472","YMR042W",11
"1473","YMR043W",11
"1474","YMR045C",11
"1475","YMR050C",11
"1476","YMR075W",11
"1477","YMR080C",11
"1478","YMR113W",11
"1479","YMR125W",11
"1480","YMR138W",11
"1481","YMR150C",11
"1482","YMR161W",11
"1483","YMR183C",11
"1484","YMR197C",11
"1485","YMR220W",11
"1486","YMR246W",11
"1487","YMR251W",11
"1488","YMR260C",11
"1489","YMR272C",11
"1490","YNL001W",11
"1491","YNL003C",11
"1492","YNL054W-B",11
"1493","YNL059C",11
"1494","YNL081C",11
"1495","YNL116W",11
"1496","YNL178W",11
"1497","YNL202W",11
"1498","YNL220W",11
"1499","YNL229C",11
"1500","YNL231C",11
"1501","YNL264C",11
"1502","YNL274C",11
"1503","YNL284C-B",11
"1504","YNR037C",11
"1505","YNR060W",11
"1506","YOL058W",11
"1507","YOL062C",11
"1508","YOL064C",11
"1509","YOL098C",11
"1510","YOL103W-B",11
"1511","YOL123W",11
"1512","YOL124C",11
"1513","YOL126C",11
"1514","YOR026W",11
"1515","YOR036W",11
"1516","YOR057W",11
"1517","YOR106W",11
"1518","YOR142W-B",11
"1519","YOR157C",11
"1520","YOR196C",11
"1521","YOR231W",11
"1522","YOR241W",11
"1523","YOR244W",11
"1524","YOR288C",11
"1525","YOR319W",11
"1526","YOR327C",11
"1527","YOR337W",11
"1528","YOR360C",11
"1529","YOR381W",11
"1530","YOR384W",11
"1531","YOR388C",11
"1532","YPL029W",11
"1533","YPL054W",11
"1534","YPL089C",11
"1535","YPL093W",11
"1536","YPL140C",11
"1537","YPL164C",11
"1538","YPL217C",11
"1539","YPL232W",11
"1540","YPL234C",11
"1541","YPL257W-B",11
"1542","YPR004C",11
"1543","YPR035W",11
"1544","YPR073C",11
"1545","YPR093C",11
"1546","YPR103W",11
"1547","YPR110C",11
"1548","YPR137C-B",11
"1549","YPR140W",11
"1550","YPR158C-D",11
"1551","YPR158W-B",11
"1552","YPR161C",11
"1553","YPR204W",11
"1554","Q0050",10
"1555","Q0105",10
"1556","Q0110",10
"1557","Q0130",10
"1558","Q0255",10
"1559","YAL015C",10
"1560","YAL051W",10
"1561","YAR015W",10
"1562","YBL027W",10
"1563","YBL055C",10
"1564","YBL066C",10
"1565","YBL068W",10
"1566","YBR014C",10
"1567","YBR035C",10
"1568","YBR083W",10
"1569","YBR084C-A",10
"1570","YBR104W",10
"1571","YBR119W",10
"1572","YBR140C",10
"1573","YBR150C",10
"1574","YBR155W",10
"1575","YBR189W",10
"1576","YBR222C",10
"1577","YBR251W",10
"1578","YBR260C",10
"1579","YBR265W",10
"1580","YBR288C",10
"1581","YBR294W",10
"1582","YBR298C",10
"1583","YCL009C",10
"1584","YCR008W",10
"1585","YCR063W",10
"1586","YCR069W",10
"1587","YCR083W",10
"1588","YDL010W",10
"1589","YDL025C",10
"1590","YDL036C",10
"1591","YDL042C",10
"1592","YDL079C",10
"1593","YDL091C",10
"1594","YDL097C",10
"1595","YDL113C",10
"1596","YDL120W",10
"1597","YDL125C",10
"1598","YDL168W",10
"1599","YDL174C",10
"1600","YDL178W",10
"1601","YDL246C",10
"1602","YDL247W",10
"1603","YDR098C",10
"1604","YDR213W",10
"1605","YDR337W",10
"1606","YDR390C",10
"1607","YDR429C",10
"1608","YDR450W",10
"1609","YDR460W",10
"1610","YDR466W",10
"1611","YDR523C",10
"1612","YEL071W",10
"1613","YER007C-A",10
"1614","YER040W",10
"1615","YER078C",10
"1616","YER099C",10
"1617","YER122C",10
"1618","YER174C",10
"1619","YER184C",10
"1620","YFL026W",10
"1621","YFL029C",10
"1622","YFL059W",10
"1623","YFR006W",10
"1624","YFR021W",10
"1625","YGL013C",10
"1626","YGL068W",10
"1627","YGL073W",10
"1628","YGL147C",10
"1629","YGL148W",10
"1630","YGL158W",10
"1631","YGL179C",10
"1632","YGR009C",10
"1633","YGR019W",10
"1634","YGR082W",10
"1635","YGR135W",10
"1636","YGR145W",10
"1637","YGR154C",10
"1638","YGR194C",10
"1639","YGR249W",10
"1640","YGR267C",10
"1641","YHL009W-B",10
"1642","YHL011C",10
"1643","YHR006W",10
"1644","YHR031C",10
"1645","YHR072W",10
"1646","YHR082C",10
"1647","YHR102W",10
"1648","YHR111W",10
"1649","YHR135C",10
"1650","YHR139C",10
"1651","YHR158C",10
"1652","YHR164C",10
"1653","YHR178W",10
"1654","YIL005W",10
"1655","YIL009W",10
"1656","YIL021W",10
"1657","YIL116W",10
"1658","YIL121W",10
"1659","YIL130W",10
"1660","YIR022W",10
"1661","YIR029W",10
"1662","YIR034C",10
"1663","YIR038C",10
"1664","YJL036W",10
"1665","YJL057C",10
"1666","YJL081C",10
"1667","YJL093C",10
"1668","YJL106W",10
"1669","YJL110C",10
"1670","YJL113W",10
"1671","YJL133W",10
"1672","YJL153C",10
"1673","YJR052W",10
"1674","YJR059W",10
"1675","YJR068W",10
"1676","YJR139C",10
"1677","YJR153W",10
"1678","YJR159W",10
"1679","YJR160C",10
"1680","YKL010C",10
"1681","YKL048C",10
"1682","YKL058W",10
"1683","YKL060C",10
"1684","YKL068W",10
"1685","YKL085W",10
"1686","YKL161C",10
"1687","YKL168C",10
"1688","YKL192C",10
"1689","YKL216W",10
"1690","YKR034W",10
"1691","YLL046C",10
"1692","YLL051C",10
"1693","YLL060C",10
"1694","YLR022C",10
"1695","YLR026C",10
"1696","YLR070C",10
"1697","YLR085C",10
"1698","YLR093C",10
"1699","YLR127C",10
"1700","YLR228C",10
"1701","YLR239C",10
"1702","YLR278C",10
"1703","YLR336C",10
"1704","YLR348C",10
"1705","YLR378C",10
"1706","YLR386W",10
"1707","YLR401C",10
"1708","YLR438W",10
"1709","YML021C",10
"1710","YML026C",10
"1711","YML060W",10
"1712","YML110C",10
"1713","YMR019W",10
"1714","YMR020W",10
"1715","YMR024W",10
"1716","YMR032W",10
"1717","YMR035W",10
"1718","YMR067C",10
"1719","YMR083W",10
"1720","YMR096W",10
"1721","YMR133W",10
"1722","YMR139W",10
"1723","YMR145C",10
"1724","YMR241W",10
"1725","YMR280C",10
"1726","YMR291W",10
"1727","YMR303C",10
"1728","YNL005C",10
"1729","YNL021W",10
"1730","YNL032W",10
"1731","YNL067W",10
"1732","YNL085W",10
"1733","YNL148C",10
"1734","YNL154C",10
"1735","YNL175C",10
"1736","YNL182C",10
"1737","YNL183C",10
"1738","YNL207W",10
"1739","YNL286W",10
"1740","YNL290W",10
"1741","YNL293W",10
"1742","YNL333W",10
"1743","YNR028W",10
"1744","YNR047W",10
"1745","YNR053C",10
"1746","YOL034W",10
"1747","YOL038W",10
"1748","YOL043C",10
"1749","YOL055C",10
"1750","YOL086C",10
"1751","YOL089C",10
"1752","YOL094C",10
"1753","YOL100W",10
"1754","YOL128C",10
"1755","YOL130W",10
"1756","YOL152W",10
"1757","YOL164W",10
"1758","YOR038C",10
"1759","YOR061W",10
"1760","YOR070C",10
"1761","YOR091W",10
"1762","YOR100C",10
"1763","YOR119C",10
"1764","YOR130C",10
"1765","YOR140W",10
"1766","YOR143C",10
"1767","YOR173W",10
"1768","YOR184W",10
"1769","YOR201C",10
"1770","YOR202W",10
"1771","YOR230W",10
"1772","YOR233W",10
"1773","YOR256C",10
"1774","YOR356W",10
"1775","YOR363C",10
"1776","YOR380W",10
"1777","YPL016W",10
"1778","YPL042C",10
"1779","YPL074W",10
"1780","YPL081W",10
"1781","YPL100W",10
"1782","YPL139C",10
"1783","YPL141C",10
"1784","YPL194W",10
"1785","YPL204W",10
"1786","YPL207W",10
"1787","YPL210C",10
"1788","YPL239W",10
"1789","YPL252C",10
"1790","YPL258C",10
"1791","YPL263C",10
"1792","YPR023C",10
"1793","YPR026W",10
"1794","YPR029C",10
"1795","YPR033C",10
"1796","YPR034W",10
"1797","YPR057W",10
"1798","YPR058W",10
"1799","YPR061C",10
"1800","YPR097W",10
"1801","YPR106W",10
"1802","YPR117W",10
"1803","YPR121W",10
"1804","YPR128C",10
"1805","YPR187W",10
"1806","YAL040C",9
"1807","YAL044C",9
"1808","YAL060W",9
"1809","YAL061W",9
"1810","YAR009C",9
"1811","YBL005W",9
"1812","YBL019W",9
"1813","YBL021C",9
"1814","YBL039C",9
"1815","YBL064C",9
"1816","YBL067C",9
"1817","YBR003W",9
"1818","YBR038W",9
"1819","YBR041W",9
"1820","YBR059C",9
"1821","YBR087W",9
"1822","YBR125C",9
"1823","YBR129C",9
"1824","YBR158W",9
"1825","YBR213W",9
"1826","YBR221C",9
"1827","YBR246W",9
"1828","YBR263W",9
"1829","YBR283C",9
"1830","YBR286W",9
"1831","YCL017C",9
"1832","YCL054W",9
"1833","YCL069W",9
"1834","YCR038C",9
"1835","YCR051W",9
"1836","YCR053W",9
"1837","YCR060W",9
"1838","YCR091W",9
"1839","YCR093W",9
"1840","YCR097W",9
"1841","YDL006W",9
"1842","YDL007W",9
"1843","YDL048C",9
"1844","YDL066W",9
"1845","YDL090C",9
"1846","YDL106C",9
"1847","YDL131W",9
"1848","YDL170W",9
"1849","YDL182W",9
"1850","YDL198C",9
"1851","YDL226C",9
"1852","YDL234C",9
"1853","YDR034C",9
"1854","YDR047W",9
"1855","YDR050C",9
"1856","YDR055W",9
"1857","YDR064W",9
"1858","YDR081C",9
"1859","YDR109C",9
"1860","YDR120C",9
"1861","YDR168W",9
"1862","YDR180W",9
"1863","YDR246W",9
"1864","YDR265W",9
"1865","YDR266C",9
"1866","YDR293C",9
"1867","YDR331W",9
"1868","YDR356W",9
"1869","YDR371W",9
"1870","YDR375C",9
"1871","YDR394W",9
"1872","YDR404C",9
"1873","YDR453C",9
"1874","YDR468C",9
"1875","YDR488C",9
"1876","YEL022W",9
"1877","YER047C",9
"1878","YER050C",9
"1879","YER051W",9
"1880","YER065C",9
"1881","YER098W",9
"1882","YER123W",9
"1883","YER142C",9
"1884","YER162C",9
"1885","YER168C",9
"1886","YER176W",9
"1887","YFL050C",9
"1888","YFR044C",9
"1889","YFR047C",9
"1890","YFR055W",9
"1891","YGL011C",9
"1892","YGL048C",9
"1893","YGL076C",9
"1894","YGL112C",9
"1895","YGL130W",9
"1896","YGL140C",9
"1897","YGL143C",9
"1898","YGL169W",9
"1899","YGL184C",9
"1900","YGL197W",9
"1901","YGL211W",9
"1902","YGL237C",9
"1903","YGL238W",9
"1904","YGL241W",9
"1905","YGR007W",9
"1906","YGR052W",9
"1907","YGR090W",9
"1908","YGR103W",9
"1909","YGR208W",9
"1910","YGR224W",9
"1911","YGR229C",9
"1912","YGR238C",9
"1913","YGR241C",9
"1914","YGR253C",9
"1915","YGR278W",9
"1916","YGR285C",9
"1917","YHL009C",9
"1918","YHR024C",9
"1919","YHR027C",9
"1920","YHR028C",9
"1921","YHR035W",9
"1922","YHR063C",9
"1923","YHR067W",9
"1924","YHR069C",9
"1925","YHR070W",9
"1926","YHR090C",9
"1927","YHR148W",9
"1928","YHR161C",9
"1929","YHR208W",9
"1930","YIL034C",9
"1931","YIL044C",9
"1932","YIL075C",9
"1933","YIL095W",9
"1934","YIL105C",9
"1935","YIL113W",9
"1936","YIL114C",9
"1937","YIL120W",9
"1938","YIL133C",9
"1939","YIL149C",9
"1940","YIL162W",9
"1941","YIR007W",9
"1942","YIR026C",9
"1943","YIR031C",9
"1944","YJL044C",9
"1945","YJL070C",9
"1946","YJL121C",9
"1947","YJL165C",9
"1948","YJL201W",9
"1949","YJL206C",9
"1950","YJL218W",9
"1951","YJR016C",9
"1952","YJR019C",9
"1953","YJR031C",9
"1954","YJR089W",9
"1955","YJR103W",9
"1956","YJR147W",9
"1957","YJR148W",9
"1958","YKL007W",9
"1959","YKL017C",9
"1960","YKL071W",9
"1961","YKL132C",9
"1962","YKL144C",9
"1963","YKL145W",9
"1964","YKL155C",9
"1965","YKL170W",9
"1966","YKL198C",9
"1967","YKR079C",9
"1968","YKR093W",9
"1969","YKR098C",9
"1970","YKR105C",9
"1971","YLL010C",9
"1972","YLR058C",9
"1973","YLR077W",9
"1974","YLR092W",9
"1975","YLR115W",9
"1976","YLR163C",9
"1977","YLR172C",9
"1978","YLR174W",9
"1979","YLR213C",9
"1980","YLR231C",9
"1981","YLR266C",9
"1982","YLR270W",9
"1983","YLR303W",9
"1984","YLR318W",9
"1985","YLR354C",9
"1986","YLR384C",9
"1987","YLR430W",9
"1988","YLR449W",9
"1989","YML002W",9
"1990","YML028W",9
"1991","YML092C",9
"1992","YML096W",9
"1993","YML099C",9
"1994","YMR038C",9
"1995","YMR070W",9
"1996","YMR076C",9
"1997","YMR085W",9
"1998","YMR088C",9
"1999","YMR118C",9
"2000","YMR168C",9
"2001","YMR192W",9
"2002","YMR199W",9
"2003","YMR224C",9
"2004","YMR243C",9
"2005","YMR279C",9
"2006","YMR309C",9
"2007","YMR314W",9
"2008","YMR318C",9
"2009","YNL009W",9
"2010","YNL012W",9
"2011","YNL020C",9
"2012","YNL029C",9
"2013","YNL053W",9
"2014","YNL055C",9
"2015","YNL065W",9
"2016","YNL069C",9
"2017","YNL097C",9
"2018","YNL117W",9
"2019","YNL118C",9
"2020","YNL137C",9
"2021","YNL160W",9
"2022","YNL201C",9
"2023","YNL204C",9
"2024","YNL312W",9
"2025","YNR043W",9
"2026","YNR050C",9
"2027","YNR063W",9
"2028","YOL010W",9
"2029","YOL018C",9
"2030","YOL081W",9
"2031","YOL095C",9
"2032","YOL112W",9
"2033","YOL141W",9
"2034","YOL158C",9
"2035","YOR069W",9
"2036","YOR090C",9
"2037","YOR110W",9
"2038","YOR117W",9
"2039","YOR150W",9
"2040","YOR176W",9
"2041","YOR181W",9
"2042","YOR194C",9
"2043","YOR229W",9
"2044","YOR250C",9
"2045","YOR259C",9
"2046","YOR260W",9
"2047","YOR274W",9
"2048","YOR295W",9
"2049","YOR316C",9
"2050","YOR323C",9
"2051","YOR362C",9
"2052","YOR369C",9
"2053","YPL001W",9
"2054","YPL006W",9
"2055","YPL133C",9
"2056","YPL150W",9
"2057","YPL165C",9
"2058","YPL174C",9
"2059","YPL176C",9
"2060","YPL187W",9
"2061","YPL198W",9
"2062","YPL211W",9
"2063","YPL213W",9
"2064","YPL236C",9
"2065","YPL249C",9
"2066","YPL256C",9
"2067","YPL266W",9
"2068","YPR006C",9
"2069","YPR068C",9
"2070","YPR118W",9
"2071","YPR129W",9
"2072","YPR160W",9
"2073","YPR176C",9
"2074","YPR198W",9
"2075","YAL012W",8
"2076","YAR035W",8
"2077","YAR062W",8
"2078","YAR071W",8
"2079","YBL036C",8
"2080","YBL045C",8
"2081","YBL056W",8
"2082","YBL087C",8
"2083","YBL104C",8
"2084","YBL111C",8
"2085","YBR002C",8
"2086","YBR006W",8
"2087","YBR008C",8
"2088","YBR030W",8
"2089","YBR033W",8
"2090","YBR042C",8
"2091","YBR043C",8
"2092","YBR082C",8
"2093","YBR092C",8
"2094","YBR093C",8
"2095","YBR180W",8
"2096","YBR186W",8
"2097","YBR220C",8
"2098","YBR228W",8
"2099","YBR267W",8
"2100","YBR284W",8
"2101","YBR293W",8
"2102","YBR299W",8
"2103","YCL018W",8
"2104","YCL029C",8
"2105","YCL032W",8
"2106","YCL048W",8
"2107","YCL073C",8
"2108","YCR004C",8
"2109","YCR023C",8
"2110","YCR031C",8
"2111","YCR042C",8
"2112","YCR067C",8
"2113","YCR079W",8
"2114","YCR087C-A",8
"2115","YCR098C",8
"2116","YCR102C",8
"2117","YCR106W",8
"2118","YDL004W",8
"2119","YDL024C",8
"2120","YDL033C",8
"2121","YDL035C",8
"2122","YDL052C",8
"2123","YDL055C",8
"2124","YDL064W",8
"2125","YDL135C",8
"2126","YDL136W",8
"2127","YDL144C",8
"2128","YDL147W",8
"2129","YDL179W",8
"2130","YDL190C",8
"2131","YDL191W",8
"2132","YDL201W",8
"2133","YDL209C",8
"2134","YDL225W",8
"2135","YDR004W",8
"2136","YDR031W",8
"2137","YDR054C",8
"2138","YDR059C",8
"2139","YDR063W",8
"2140","YDR086C",8
"2141","YDR092W",8
"2142","YDR119W",8
"2143","YDR145W",8
"2144","YDR147W",8
"2145","YDR150W",8
"2146","YDR190C",8
"2147","YDR196C",8
"2148","YDR198C",8
"2149","YDR208W",8
"2150","YDR214W",8
"2151","YDR218C",8
"2152","YDR221W",8
"2153","YDR228C",8
"2154","YDR232W",8
"2155","YDR259C",8
"2156","YDR280W",8
"2157","YDR303C",8
"2158","YDR305C",8
"2159","YDR314C",8
"2160","YDR325W",8
"2161","YDR326C",8
"2162","YDR335W",8
"2163","YDR359C",8
"2164","YDR386W",8
"2165","YDR389W",8
"2166","YDR395W",8
"2167","YDR421W",8
"2168","YDR422C",8
"2169","YDR425W",8
"2170","YDR451C",8
"2171","YDR456W",8
"2172","YDR500C",8
"2173","YDR520C",8
"2174","YDR522C",8
"2175","YDR539W",8
"2176","YEL009C",8
"2177","YEL012W",8
"2178","YEL015W",8
"2179","YEL021W",8
"2180","YEL036C",8
"2181","YEL047C",8
"2182","YER006W",8
"2183","YER021W",8
"2184","YER027C",8
"2185","YER045C",8
"2186","YER056C-A",8
"2187","YER073W",8
"2188","YER089C",8
"2189","YER116C",8
"2190","YER117W",8
"2191","YER151C",8
"2192","YFL010C",8
"2193","YFL040W",8
"2194","YFL060C",8
"2195","YFR025C",8
"2196","YFR041C",8
"2197","YFR050C",8
"2198","YGL044C",8
"2199","YGL045W",8
"2200","YGL049C",8
"2201","YGL058W",8
"2202","YGL059W",8
"2203","YGL063W",8
"2204","YGL067W",8
"2205","YGL085W",8
"2206","YGL091C",8
"2207","YGL092W",8
"2208","YGL099W",8
"2209","YGL103W",8
"2210","YGL105W",8
"2211","YGL122C",8
"2212","YGL128C",8
"2213","YGL133W",8
"2214","YGL135W",8
"2215","YGL136C",8
"2216","YGL141W",8
"2217","YGL155W",8
"2218","YGL185C",8
"2219","YGL187C",8
"2220","YGL191W",8
"2221","YGL208W",8
"2222","YGL242C",8
"2223","YGL256W",8
"2224","YGR028W",8
"2225","YGR034W",8
"2226","YGR043C",8
"2227","YGR058W",8
"2228","YGR085C",8
"2229","YGR118W",8
"2230","YGR133W",8
"2231","YGR162W",8
"2232","YGR201C",8
"2233","YGR207C",8
"2234","YGR211W",8
"2235","YGR220C",8
"2236","YGR262C",8
"2237","YGR287C",8
"2238","YGR289C",8
"2239","YGR292W",8
"2240","YHL003C",8
"2241","YHL039W",8
"2242","YHL047C",8
"2243","YHR004C",8
"2244","YHR009C",8
"2245","YHR021C",8
"2246","YHR029C",8
"2247","YHR037W",8
"2248","YHR039C",8
"2249","YHR048W",8
"2250","YHR056C",8
"2251","YHR076W",8
"2252","YHR080C",8
"2253","YHR107C",8
"2254","YHR112C",8
"2255","YHR189W",8
"2256","YHR193C",8
"2257","YHR207C",8
"2258","YHR213W",8
"2259","YHR215W",8
"2260","YIL002C",8
"2261","YIL003W",8
"2262","YIL036W",8
"2263","YIL052C",8
"2264","YIL061C",8
"2265","YIL085C",8
"2266","YIL108W",8
"2267","YIL145C",8
"2268","YIL164C",8
"2269","YIL172C",8
"2270","YIR017C",8
"2271","YJL006C",8
"2272","YJL087C",8
"2273","YJL089W",8
"2274","YJL103C",8
"2275","YJL125C",8
"2276","YJL189W",8
"2277","YJL190C",8
"2278","YJL191W",8
"2279","YJL208C",8
"2280","YJL216C",8
"2281","YJL221C",8
"2282","YJR024C",8
"2283","YJR036C",8
"2284","YJR051W",8
"2285","YJR057W",8
"2286","YJR123W",8
"2287","YJR124C",8
"2288","YJR138W",8
"2289","YKL028W",8
"2290","YKL033W",8
"2291","YKL038W",8
"2292","YKL141W",8
"2293","YKL156W",8
"2294","YKL185W",8
"2295","YKL217W",8
"2296","YKR064W",8
"2297","YKR078W",8
"2298","YKR096W",8
"2299","YKR102W",8
"2300","YKR104W",8
"2301","YKR106W",8
"2302","YLL021W",8
"2303","YLL036C",8
"2304","YLL040C",8
"2305","YLL053C",8
"2306","YLL054C",8
"2307","YLL062C",8
"2308","YLR002C",8
"2309","YLR006C",8
"2310","YLR013W",8
"2311","YLR019W",8
"2312","YLR038C",8
"2313","YLR045C",8
"2314","YLR075W",8
"2315","YLR099C",8
"2316","YLR105C",8
"2317","YLR133W",8
"2318","YLR151C",8
"2319","YLR185W",8
"2320","YLR187W",8
"2321","YLR197W",8
"2322","YLR238W",8
"2323","YLR245C",8
"2324","YLR260W",8
"2325","YLR264W",8
"2326","YLR306W",8
"2327","YLR314C",8
"2328","YLR335W",8
"2329","YLR337C",8
"2330","YLR344W",8
"2331","YLR367W",8
"2332","YLR396C",8
"2333","YLR420W",8
"2334","YLR451W",8
"2335","YLR460C",8
"2336","YML005W",8
"2337","YML008C",8
"2338","YML027W",8
"2339","YML035C",8
"2340","YML042W",8
"2341","YML046W",8
"2342","YML051W",8
"2343","YML074C",8
"2344","YML100W",8
"2345","YML116W",8
"2346","YML131W",8
"2347","YMR017W",8
"2348","YMR022W",8
"2349","YMR055C",8
"2350","YMR062C",8
"2351","YMR073C",8
"2352","YMR095C",8
"2353","YMR110C",8
"2354","YMR136W",8
"2355","YMR152W",8
"2356","YMR169C",8
"2357","YMR170C",8
"2358","YMR201C",8
"2359","YMR209C",8
"2360","YMR228W",8
"2361","YMR233W",8
"2362","YMR242C",8
"2363","YMR261C",8
"2364","YMR262W",8
"2365","YMR293C",8
"2366","YMR308C",8
"2367","YMR315W",8
"2368","YNL037C",8
"2369","YNL040W",8
"2370","YNL047C",8
"2371","YNL106C",8
"2372","YNL115C",8
"2373","YNL128W",8
"2374","YNL132W",8
"2375","YNL134C",8
"2376","YNL141W",8
"2377","YNL167C",8
"2378","YNL186W",8
"2379","YNL200C",8
"2380","YNL212W",8
"2381","YNL224C",8
"2382","YNL239W",8
"2383","YNL244C",8
"2384","YNL249C",8
"2385","YNL277W",8
"2386","YNL289W",8
"2387","YNL292W",8
"2388","YNL299W",8
"2389","YNL334C",8
"2390","YNR008W",8
"2391","YNR029C",8
"2392","YNR057C",8
"2393","YNR064C",8
"2394","YOL041C",8
"2395","YOL052C",8
"2396","YOL067C",8
"2397","YOL068C",8
"2398","YOL115W",8
"2399","YOL143C",8
"2400","YOL157C",8
"2401","YOR022C",8
"2402","YOR056C",8
"2403","YOR063W",8
"2404","YOR109W",8
"2405","YOR131C",8
"2406","YOR132W",8
"2407","YOR136W",8
"2408","YOR160W",8
"2409","YOR162C",8
"2410","YOR167C",8
"2411","YOR171C",8
"2412","YOR172W",8
"2413","YOR209C",8
"2414","YOR210W",8
"2415","YOR219C",8
